Kind,Name,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
Public Class,org.junit.platform.suite.engine.testcases.EmptyDynamicTestsTestCase,1,1,1,0,0,1,1,,6
Public Class,org.junit.platform.suite.engine.testcases.EmptyTestTestCase,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testcases.JUnit4TestsTestCase,1,1,1,0,0,0,1,,5
Public Class,org.junit.platform.suite.engine.testcases.MultipleTestsTestCase,2,1,1,0,0,1,2,,8
Public Class,org.junit.platform.suite.engine.testcases.SingleTestTestCase,1,1,1,0,0,1,1,,5
Public Class,org.junit.platform.suite.engine.testcases.TaggedTestTestCase,1,1,1,0,0,2,1,,6
Public Class,org.junit.platform.suite.engine.testsuites.CyclicSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.DynamicSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.EmptyCyclicSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.EmptyDynamicTestSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.EmptyDynamicTestWithFailIfNoTestFalseSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.EmptyTestCaseSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.EmptyTestCaseWithFailIfNoTestFalseSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.MultiEngineSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.MultipleSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.NestedSuite,0,0,1,0,0,4,0,,10
Public Class,org.junit.platform.suite.engine.testsuites.SelectClassesSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.SuiteDisplayNameSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.SuiteSuite,0,0,1,0,0,0,0,,2
Public Class,org.junit.platform.suite.engine.testsuites.ThreePartCyclicSuite,0,0,1,0,0,6,0,,17
Public Class,org.junit.platform.testkit.engine.EngineExecutionResults,5,1,1,60,0,4,5,,24
Public Class,org.junit.platform.testkit.engine.EngineTestKit,12,1,1,0,0,18,10,,105
Public Class,org.junit.platform.testkit.engine.Event,19,1,1,82,0,7,16,,66
Public Class,org.junit.platform.testkit.engine.EventConditions,38,1,1,0,0,10,33,,132
Public Class,org.junit.platform.testkit.engine.EventStatistics,18,1,1,44,0,2,10,,44
Public Class,org.junit.platform.testkit.engine.Events,41,1,1,67,0,8,34,,169
Public Class,org.junit.platform.testkit.engine.Execution,9,1,1,66,0,5,9,,52
Public Class,org.junit.platform.testkit.engine.ExecutionRecorder,6,1,1,0,0,5,6,,26
Public Class,org.junit.platform.testkit.engine.Executions,30,1,1,65,0,7,22,,117
Public Class,org.junit.platform.testkit.engine.TerminationInfo,12,1,1,66,0,3,9,,52
Public Class,org.junit.platform.testkit.engine.TestExecutionResultConditions,15,1,1,0,0,3,11,,58
Private Class,org.junit.vintage.engine.JUnit4ParameterizedTests.StatusTrackingListener,2,1,1,0,0,3,1,,8
Public Class,org.junit.vintage.engine.VintageTestEngine,7,1,1,0,0,12,6,,35
Public Class,org.junit.vintage.engine.VintageUniqueIdBuilder,10,1,1,0,0,2,9,,37
Public Class,org.junit.vintage.engine.descriptor.DescriptionUtils,5,2,1,0,0,0,2,,18
Public Class,org.junit.vintage.engine.descriptor.RunnerTestDescriptor,27,1,3,73,0,9,13,,120
Public Class,org.junit.vintage.engine.descriptor.TestSourceProvider,13,2,1,75,0,8,4,,47
Public Class,org.junit.vintage.engine.descriptor.VintageEngineDescriptor,2,1,3,0,0,1,2,,8
Public Class,org.junit.vintage.engine.descriptor.VintageTestDescriptor,22,1,2,46,1,7,13,,83
Public Class,org.junit.vintage.engine.discovery.IsPotentialJUnit4TestClass,4,4,1,0,0,1,1,,15
Public Class,org.junit.vintage.engine.discovery.IsPotentialJUnit4TestClassTests.FooBaz,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.discovery.VintageDiscoverer,2,1,1,0,0,13,1,,18
Public Class,org.junit.vintage.engine.execution.RunnerExecutor,5,1,1,33,0,7,3,,26
Public Class,org.junit.vintage.engine.samples.PlainOldJavaClassWithoutAnyTestsTestCase,1,1,1,0,0,0,1,,4
Public Class,org.junit.vintage.engine.samples.junit3.JUnit3ParallelSuiteWithSubsuites,3,1,2,33,0,0,3,,20
Public Class,org.junit.vintage.engine.samples.junit3.JUnit3SuiteWithSingleTestCaseWithSingleTestWhichFails,1,1,2,0,0,1,1,,7
Public Class,org.junit.vintage.engine.samples.junit3.JUnit3SuiteWithSubsuites,3,1,2,33,0,0,3,,20
Public Class,org.junit.vintage.engine.samples.junit3.PlainJUnit3TestCaseWithSingleTestWhichFails,1,1,2,0,0,0,1,,5
Public Class,org.junit.vintage.engine.samples.junit4.Categories,0,0,1,0,0,0,0,,12
Public Class,org.junit.vintage.engine.samples.junit4.CompletelyDynamicTestCase,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.ConcreteJUnit4TestCase,0,0,2,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.DynamicRunner,5,1,3,0,0,0,3,,16
Public Class,org.junit.vintage.engine.samples.junit4.EmptyIgnoredTestCase,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.EnclosedJUnit4TestCase,0,0,1,0,0,2,0,,14
Public Class,org.junit.vintage.engine.samples.junit4.EnclosedWithParameterizedChildrenJUnit4TestCase,0,0,1,0,0,0,0,,28
Public Class,org.junit.vintage.engine.samples.junit4.ExceptionThrowingRunner,2,1,3,0,0,0,2,,9
Public Class,org.junit.vintage.engine.samples.junit4.IgnoredJUnit4TestCase,2,1,1,0,0,0,2,,9
Public Class,org.junit.vintage.engine.samples.junit4.IgnoredJUnit4TestCaseWithNotFilterableRunner,0,0,2,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.IgnoredParameterizedTestCase,2,1,1,100,0,0,2,,12
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4ParameterizedTestCase,6,1,1,0,0,0,6,,23
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteOfSuiteWithFilterableChildRunner,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteOfSuiteWithIgnoredJUnit4TestCase,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteOfSuiteWithJUnit4TestCaseWithAssumptionFailureInBeforeClass,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteOfSuiteWithJUnit4TestCaseWithErrorInBeforeClass,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteWithExceptionThrowingRunner,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteWithIgnoredJUnit4TestCase,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteWithJUnit3SuiteWithSingleTestCase,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteWithJUnit4TestCaseWithAssumptionFailureInBeforeClass,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteWithJUnit4TestCaseWithErrorInBeforeClass,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteWithJUnit4TestCaseWithFailingDescriptionThatIsNotReportedAsFinished,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteWithJUnit4TestCaseWithRunnerWithCustomUniqueIdsAndDisplayNames,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteWithPlainJUnit4TestCaseWithSingleTestWhichIsIgnored,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4SuiteWithTwoTestCases,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithAssumptionFailureInBeforeClass,2,1,1,0,0,0,2,,10
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithDistinguishableOverloadedMethod,2,1,1,0,0,0,2,,10
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithErrorCollectorStoringMultipleFailures,2,1,1,50,0,0,2,,13
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithErrorInAfterClass,3,1,1,0,0,0,3,,13
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithErrorInBeforeClass,2,1,1,0,0,0,2,,10
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithExceptionThrowingRunner,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithFailingDescriptionThatIsNotReportedAsFinished,1,1,1,0,0,0,1,,6
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithIndistinguishableOverloadedMethod,2,1,1,100,0,0,2,,12
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithNotFilterableRunner,1,1,1,0,1,0,1,,5
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithRunnerWithCustomUniqueIdsAndDisplayNames,1,1,1,0,0,1,1,,7
Public Class,org.junit.vintage.engine.samples.junit4.JUnit4TestCaseWithRunnerWithDuplicateChangingChildDescriptions,0,0,1,0,0,0,0,,32
Public Class,org.junit.vintage.engine.samples.junit4.MalformedJUnit4TestCase,1,1,1,0,0,0,1,,7
Public Class,org.junit.vintage.engine.samples.junit4.NotFilterableRunner,1,1,3,0,0,0,1,,5
Public Class,org.junit.vintage.engine.samples.junit4.ParameterizedTestCase,2,1,1,50,0,0,2,,12
Public Class,org.junit.vintage.engine.samples.junit4.ParameterizedTimingTestCase,5,1,1,60,0,0,5,,28
Public Class,org.junit.vintage.engine.samples.junit4.ParameterizedWithAfterParamFailureTestCase,3,1,1,66,0,0,3,,16
Public Class,org.junit.vintage.engine.samples.junit4.ParameterizedWithBeforeParamFailureTestCase,3,1,1,66,0,0,3,,16
Public Class,org.junit.vintage.engine.samples.junit4.PlainJUnit4TestCaseWithFiveTestMethods,5,1,1,0,0,3,5,,27
Public Class,org.junit.vintage.engine.samples.junit4.PlainJUnit4TestCaseWithLifecycleMethods,7,1,1,0,0,0,7,,33
Public Class,org.junit.vintage.engine.samples.junit4.PlainJUnit4TestCaseWithSingleInheritedTestWhichFails,0,0,2,0,0,0,0,,2
Public Class,org.junit.vintage.engine.samples.junit4.PlainJUnit4TestCaseWithSingleTestWhichFails,1,1,1,0,1,0,1,,6
Public Class,org.junit.vintage.engine.samples.junit4.PlainJUnit4TestCaseWithSingleTestWhichIsIgnored,1,1,1,0,0,0,1,,7
Public Class,org.junit.vintage.engine.samples.junit4.PlainJUnit4TestCaseWithTwoTestMethods,2,1,1,0,0,2,2,,11
Public Class,org.junit.vintage.engine.samples.junit4.RunnerThatOnlyReportsFailures,3,1,2,0,0,0,2,,15
Public Class,org.junit.vintage.engine.samples.junit4.RunnerWithCustomUniqueIdsAndDisplayNames,7,1,2,0,0,2,5,,42
Public Class,org.junit.vintage.engine.samples.junit4.SingleFailingTheoryTestCase,1,1,1,0,0,0,1,,6
Public Class,org.junit.vintage.engine.samples.junit4.TestCaseRunWithJUnitPlatformRunner,0,0,1,0,0,0,0,,2
Public Class,org.junit.vintage.engine.support.UniqueIdReader,4,1,1,33,0,4,3,,19
Public Class,org.junit.vintage.engine.support.UniqueIdStringifier,6,1,1,0,0,0,3,,26
